seq,dataset,scan,eic,version,io_method,io_workers,shared_buffers,selectivity_rows,selectivity_pages,timing_cold,numeric
6396,cyclic,indexscan,64,prefetch-complex,sync,3,32GB,18.208,18.226,1093.779,571.484
6397,cyclic,bitmapscan,64,prefetch-simple,io_uring,3,32GB,0.095,0.112,6.446,2.856
6398,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,0.029,0.046,25.6,1.713
6399,cyclic,bitmapscan,64,prefetch-simple,worker,3,32GB,0.042,0.06,5.384,1.915
6400,cyclic,indexscan,64,master,worker,3,32GB,8.093,8.11,564.861,247.585
6401,cyclic,indexscan,16,master,sync,3,32GB,57.311,57.328,3868.952,1727.045
6402,cyclic,indexscan,16,prefetch-simple,worker,12,32GB,3.597,3.614,228.519,113.87
6403,cyclic,indexscan,0,prefetch-simple,worker,3,32GB,18.208,18.224,1246.566,555.405
6404,cyclic,bitmapscan,0,master,worker,3,32GB,67.31,67.326,3928.434,952.299
6405,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,0.013,0.03,10.019,1.357
6406,cyclic,bitmapscan,64,prefetch-simple,worker,3,32GB,5.396,5.412,155.252,77.79
6407,cyclic,indexscan,1,master,io_uring,3,32GB,0.01,0.026,10.214,1.327
6408,cyclic,bitmapscan,64,prefetch-simple,worker,12,32GB,0.02,0.036,5.11,1.464
6409,cyclic,bitmapscan,16,prefetch-complex,worker,3,32GB,57.311,57.328,1782.503,868.07
6410,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,77.311,77.328,4574.008,1319.969
6411,cyclic,bitmapscan,0,master,worker,3,32GB,47.311,47.328,2722.986,671.003
6412,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,0.212,0.228,9.353,4.925
6413,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,0.317,0.334,28.79,10.259
6414,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,0.02,0.038,20.793,1.689
6415,cyclic,bitmapscan,1,prefetch-simple,sync,3,32GB,1.067,1.084,111.1,16.967
6416,cyclic,indexscan,16,prefetch-simple,io_uring,3,32GB,0.014,0.032,5.513,1.455
6417,cyclic,indexscan,64,prefetch-simple,worker,3,32GB,18.208,18.226,931.879,555.796
6418,cyclic,indexscan,64,prefetch-complex,worker,12,32GB,0.014,0.032,25.843,1.688
6419,cyclic,indexscan,64,prefetch-complex,sync,3,32GB,37.311,37.328,2123.227,1164.055
6420,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,77.311,77.328,4119.546,2416.559
6421,cyclic,indexscan,0,prefetch-complex,sync,3,32GB,0.002,0.018,7.824,1.326
6422,cyclic,bitmapscan,16,master,io_uring,3,32GB,2.399,2.416,97.937,35.63
6423,cyclic,indexscan,0,master,io_uring,3,32GB,97.311,97.328,6295.132,2968.418
6424,cyclic,indexscan,64,prefetch-simple,worker,3,32GB,8.093,8.11,440.249,248.86
6425,cyclic,bitmapscan,64,prefetch-simple,worker,12,32GB,2.399,2.416,83.798,34.974
6426,cyclic,bitmapscan,16,master,worker,3,32GB,0.712,0.728,41.952,12.015
6427,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,1.066,1.084,57.666,17.141
6428,cyclic,bitmapscan,16,prefetch-complex,io_uring,3,32GB,67.311,67.328,2117.6,1001.46
6429,cyclic,bitmapscan,64,master,sync,3,32GB,0.01,0.028,3.871,1.314
6430,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,1.6,1.616,104.408,50.947
6431,cyclic,bitmapscan,16,prefetch-simple,worker,12,32GB,0.007,0.024,9.835,1.292
6432,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,0.001,0.018,9.528,1.149
6433,cyclic,indexscan,0,prefetch-complex,sync,3,32GB,0.003,0.02,8.417,1.282
6434,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,0.064,0.082,30.907,2.879
6435,cyclic,bitmapscan,64,master,sync,3,32GB,3.598,3.614,109.403,51.419
6436,cyclic,bitmapscan,0,prefetch-simple,io_uring,3,32GB,0.142,0.16,22.939,3.825
6437,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,8.093,8.11,437.142,249.663
6438,cyclic,bitmapscan,0,prefetch-complex,io_uring,3,32GB,3.598,3.616,262.004,60.412
6439,cyclic,indexscan,16,prefetch-simple,worker,12,32GB,0.029,0.046,7.598,1.92
6440,cyclic,indexscan,1,prefetch-simple,worker,12,32GB,0.007,0.024,12.409,1.388
6441,cyclic,indexscan,0,prefetch-simple,sync,3,32GB,37.311,37.328,2488.065,1129.251
6442,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,0.043,0.06,9.801,2.272
6443,cyclic,indexscan,1,prefetch-simple,worker,12,32GB,37.311,37.328,7702.479,1134.839
6444,cyclic,indexscan,0,master,worker,12,32GB,0.475,0.492,68.876,15.265
6445,cyclic,indexscan,64,master,io_uring,3,32GB,0.475,0.492,64.234,14.917
6446,cyclic,bitmapscan,0,prefetch-complex,worker,12,32GB,57.311,57.328,3233.344,873.681
6447,cyclic,indexscan,64,prefetch-complex,worker,12,32GB,47.311,47.328,2744.391,1460.029
6448,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,18.208,18.226,1194.138,283.321
6449,cyclic,indexscan,1,prefetch-complex,worker,12,32GB,57.311,57.328,11603.797,1831.468
6450,cyclic,bitmapscan,1,master,sync,3,32GB,1.067,1.084,131.499,17.136
6451,cyclic,indexscan,0,prefetch-simple,io_uring,3,32GB,0.142,0.158,37.294,5.13
6452,cyclic,indexscan,16,prefetch-simple,worker,12,32GB,12.139,12.156,621.582,373.236
6453,cyclic,bitmapscan,16,master,worker,12,32GB,1.6,1.618,77.592,24.662
6454,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,0.01,0.026,5.594,1.324
6455,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,1.066,1.082,255.201,34.265
6456,cyclic,indexscan,1,prefetch-simple,io_uring,3,32GB,0.014,0.03,15.485,1.599
6457,cyclic,indexscan,16,prefetch-simple,worker,12,32GB,67.311,67.328,3384.752,2052.097
6458,cyclic,bitmapscan,1,prefetch-complex,io_uring,3,32GB,1.067,1.084,130.091,18.538
6459,cyclic,bitmapscan,1,prefetch-complex,sync,3,32GB,0.212,0.228,57.687,5.31
6460,cyclic,indexscan,1,prefetch-complex,sync,3,32GB,57.311,57.328,11546.678,1758.548
6461,cyclic,bitmapscan,64,master,worker,12,32GB,0.712,0.728,29.788,12.532
6462,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,1.066,1.084,68.822,31.853
6463,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,0.142,0.158,19.204,4.024
6464,cyclic,bitmapscan,0,prefetch-simple,worker,12,32GB,1.6,1.616,148.414,25.231
6465,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,1.599,1.616,378.867,50.091
6466,cyclic,indexscan,16,master,io_uring,3,32GB,0.475,0.492,68.56,15.271
6467,cyclic,bitmapscan,16,prefetch-complex,worker,3,32GB,37.31,37.328,1074.964,553.554
6468,cyclic,indexscan,0,master,worker,3,32GB,87.311,87.328,5744.153,2698.154
6469,cyclic,bitmapscan,64,prefetch-complex,sync,3,32GB,0.02,0.036,4.406,1.644
6470,cyclic,bitmapscan,1,prefetch-complex,io_uring,3,32GB,8.093,8.11,564.959,123.228
6471,cyclic,indexscan,0,prefetch-simple,worker,3,32GB,0.003,0.02,8.173,1.198
6472,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,0.002,0.018,4.147,1.187
6473,cyclic,bitmapscan,16,master,sync,3,32GB,0.013,0.03,4.387,1.352
6474,cyclic,indexscan,64,prefetch-complex,sync,3,32GB,0.003,0.02,3.962,1.307
6475,cyclic,indexscan,0,prefetch-complex,io_uring,3,32GB,57.311,57.328,3823.778,1796.357
6476,cyclic,bitmapscan,1,prefetch-complex,sync,3,32GB,0.141,0.158,21.561,4.167
6477,cyclic,bitmapscan,0,prefetch-complex,io_uring,3,32GB,27.311,27.328,1636.715,431.551
6478,cyclic,bitmapscan,16,prefetch-complex,io_uring,3,32GB,0.043,0.06,5.284,2.222
6479,cyclic,bitmapscan,64,master,sync,3,32GB,0.142,0.16,7.517,3.611
6480,cyclic,bitmapscan,64,master,worker,12,32GB,8.093,8.11,289.375,111.555
6481,cyclic,indexscan,0,prefetch-complex,worker,3,32GB,0.317,0.334,50.978,10.599
6482,cyclic,bitmapscan,16,prefetch-complex,io_uring,3,32GB,0.002,0.02,3.889,1.355
6483,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,1.067,1.084,111.409,16.821
6484,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,0.014,0.032,20.008,1.622
6485,cyclic,bitmapscan,1,master,sync,3,32GB,0.141,0.158,19.366,3.935
6486,cyclic,bitmapscan,16,prefetch-simple,io_uring,3,32GB,37.311,37.328,1047.254,514.927
6487,cyclic,indexscan,64,prefetch-simple,worker,3,32GB,0.02,0.036,6.16,1.623
6488,cyclic,bitmapscan,16,master,io_uring,3,32GB,27.31,27.328,709.351,383.475
6489,cyclic,bitmapscan,0,prefetch-complex,worker,3,32GB,37.311,37.328,2178.616,580.566
6490,cyclic,bitmapscan,1,master,worker,3,32GB,0.002,0.02,9.604,1.171
6491,cyclic,bitmapscan,16,prefetch-complex,worker,3,32GB,0.002,0.018,4.775,1.301
6492,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,0.475,0.492,76.123,14.228
6493,cyclic,indexscan,0,prefetch-simple,worker,12,32GB,67.311,67.328,4452.93,2038.936
6494,cyclic,indexscan,64,prefetch-complex,worker,3,32GB,87.311,87.328,5193.399,2699.663
6495,cyclic,bitmapscan,64,prefetch-complex,sync,3,32GB,0.064,0.08,5.637,2.519
6496,cyclic,indexscan,1,prefetch-complex,worker,12,32GB,0.474,0.492,128.215,15.727
6497,cyclic,bitmapscan,1,prefetch-complex,worker,12,32GB,37.31,37.326,2248.656,562.144
6498,cyclic,bitmapscan,1,master,worker,12,32GB,0.029,0.046,12.068,1.668
6499,cyclic,bitmapscan,64,prefetch-simple,io_uring,3,32GB,0.317,0.334,15.73,6.651
6500,cyclic,indexscan,64,prefetch-complex,worker,3,32GB,0.142,0.16,18.253,5.202
6501,cyclic,bitmapscan,0,prefetch-complex,worker,12,32GB,12.139,12.156,731.434,192.327
6502,cyclic,bitmapscan,64,prefetch-complex,worker,3,32GB,3.598,3.616,116.48,58.339
6503,cyclic,indexscan,64,master,io_uring,3,32GB,0.01,0.028,10.934,1.36
6504,cyclic,bitmapscan,16,master,io_uring,3,32GB,0.002,0.018,3.667,1.126
6505,cyclic,bitmapscan,0,prefetch-simple,worker,3,32GB,0.317,0.334,67.582,6.814
6506,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,0.007,0.024,12.208,1.417
6507,cyclic,bitmapscan,64,master,worker,3,32GB,18.207,18.224,452.863,254.96
6508,cyclic,indexscan,0,master,worker,12,32GB,67.311,67.328,4499.538,2028.773
6509,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,2.399,2.416,220.624,36.352
6510,cyclic,indexscan,1,prefetch-simple,worker,3,32GB,3.598,3.616,785.282,112.46
6511,cyclic,indexscan,0,master,sync,3,32GB,0.002,0.018,8.273,1.132
6512,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,57.311,57.328,3851.462,1781.57
6513,cyclic,bitmapscan,16,prefetch-simple,sync,3,32GB,57.31,57.326,1770.229,793.067
6514,cyclic,bitmapscan,64,prefetch-complex,io_uring,3,32GB,0.317,0.334,16.026,7.365
6515,cyclic,indexscan,64,master,io_uring,3,32GB,5.396,5.414,405.101,166.315
6516,cyclic,bitmapscan,0,prefetch-complex,worker,3,32GB,0.042,0.06,13.505,2.242
6517,cyclic,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.009,0.026,10.501,1.42
6518,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,0.141,0.158,18.91,3.561
6519,cyclic,indexscan,0,prefetch-simple,worker,3,32GB,97.311,97.328,6445.042,2955.608
6520,cyclic,indexscan,16,master,worker,3,32GB,0.712,0.728,82.882,22.249
6521,cyclic,bitmapscan,64,prefetch-complex,sync,3,32GB,3.598,3.614,115.923,57.336
6522,cyclic,indexscan,1,master,io_uring,3,32GB,0.712,0.73,81.087,21.819
6523,cyclic,bitmapscan,64,prefetch-complex,sync,3,32GB,67.311,67.328,2127.021,1006.602
6524,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,2.399,2.416,84.459,36.456
6525,cyclic,bitmapscan,1,prefetch-simple,sync,3,32GB,0.211,0.228,42.204,4.784
6526,cyclic,indexscan,0,prefetch-simple,io_uring,3,32GB,12.139,12.156,878.037,378.608
6527,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,87.311,87.328,4359.054,2639.883
6528,cyclic,bitmapscan,16,prefetch-complex,sync,3,32GB,8.093,8.11,293.303,123.2
6529,cyclic,bitmapscan,0,prefetch-simple,worker,3,32GB,77.311,77.328,4215.274,1107.629
6530,cyclic,bitmapscan,1,master,sync,3,32GB,0.317,0.334,65.491,6.835
6531,cyclic,indexscan,1,prefetch-simple,worker,3,32GB,8.093,8.11,2298.88,244.941
6532,cyclic,indexscan,16,master,worker,3,32GB,3.598,3.614,317.433,112.487
6533,cyclic,bitmapscan,16,prefetch-complex,worker,12,32GB,0.003,0.02,3.901,1.3
6534,cyclic,bitmapscan,64,prefetch-complex,sync,3,32GB,8.093,8.11,276.934,123.695
6535,cyclic,bitmapscan,1,master,io_uring,3,32GB,0.013,0.03,9.791,1.358
6536,cyclic,bitmapscan,1,prefetch-simple,worker,3,32GB,0.064,0.082,13.75,2.336
6537,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,0.003,0.02,7.999,1.326
6538,cyclic,bitmapscan,0,prefetch-complex,worker,12,32GB,1.6,1.618,128.773,27.539
6539,cyclic,bitmapscan,1,master,worker,3,32GB,0.064,0.08,28.758,2.42
6540,cyclic,indexscan,16,master,sync,3,32GB,3.598,3.614,287.322,112.014
6541,cyclic,bitmapscan,16,master,sync,3,32GB,0.001,0.018,4.964,1.14
6542,cyclic,indexscan,64,prefetch-complex,worker,3,32GB,0.01,0.028,5.035,1.512
6543,cyclic,bitmapscan,1,master,io_uring,3,32GB,57.311,57.328,3345.922,781.05
6544,cyclic,indexscan,16,prefetch-complex,sync,3,32GB,57.311,57.328,3050.27,1769.834
6545,cyclic,indexscan,64,prefetch-simple,io_uring,3,32GB,0.095,0.112,12.852,3.61
6546,cyclic,bitmapscan,16,prefetch-simple,io_uring,3,32GB,5.396,5.414,161.085,78.92
6547,cyclic,indexscan,1,prefetch-simple,worker,12,32GB,57.311,57.328,11554.3,1734.538
6548,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,0.013,0.03,16.136,1.525
6549,cyclic,indexscan,1,prefetch-simple,worker,3,32GB,5.396,5.414,1120.209,163.737
6550,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,18.208,18.224,1301.591,570.115
6551,cyclic,bitmapscan,0,master,worker,12,32GB,0.01,0.026,8.248,1.344
6552,cyclic,bitmapscan,1,master,worker,3,32GB,0.007,0.024,10.492,1.273
6553,cyclic,indexscan,0,prefetch-complex,io_uring,3,32GB,27.311,27.328,1884.998,853.729
6554,cyclic,bitmapscan,64,prefetch-complex,io_uring,3,32GB,0.005,0.022,4.137,1.351
6555,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,0.475,0.492,54.511,8.752
6556,cyclic,bitmapscan,16,master,sync,3,32GB,0.211,0.228,9.417,4.859
6557,cyclic,indexscan,16,master,io_uring,3,32GB,57.311,57.328,3777.504,1727.654
6558,cyclic,bitmapscan,1,prefetch-complex,worker,3,32GB,5.395,5.412,408.112,85.282
6559,cyclic,bitmapscan,16,prefetch-simple,sync,3,32GB,77.311,77.328,2382.768,1064.924
6560,cyclic,indexscan,64,master,worker,12,32GB,37.311,37.328,2528.216,1147.158
6561,cyclic,indexscan,0,prefetch-complex,io_uring,3,32GB,0.317,0.334,46.005,10.719
6562,cyclic,indexscan,0,prefetch-simple,worker,3,32GB,0.212,0.23,51.576,7.485
6563,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,0.475,0.492,55.34,8.881
6564,cyclic,bitmapscan,64,prefetch-simple,worker,12,32GB,27.311,27.328,726.973,383.806
6565,cyclic,indexscan,64,master,worker,3,32GB,0.043,0.06,20.063,2.303
6566,cyclic,bitmapscan,64,master,worker,12,32GB,37.311,37.328,1045.561,521.941
6567,cyclic,indexscan,64,prefetch-complex,worker,12,32GB,0.211,0.228,22.03,7.156
6568,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,0.014,0.032,4.244,1.442
6569,cyclic,bitmapscan,1,master,worker,12,32GB,0.003,0.02,11.07,1.168
6570,cyclic,bitmapscan,1,master,io_uring,3,32GB,47.31,47.326,2783.483,651.488
6571,cyclic,indexscan,16,prefetch-complex,sync,3,32GB,97.31,97.326,5233.086,3013.594
6572,cyclic,indexscan,64,master,worker,3,32GB,1.6,1.616,155.243,51.317
6573,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,0.006,0.024,9.66,1.243
6574,cyclic,indexscan,16,master,worker,12,32GB,0.043,0.06,21.437,2.3
6575,cyclic,bitmapscan,0,prefetch-simple,worker,12,32GB,0.002,0.018,7.401,1.195
6576,cyclic,bitmapscan,64,master,io_uring,3,32GB,3.598,3.614,119.426,52.546
6577,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,0.212,0.228,30.765,5.101
6578,cyclic,indexscan,0,prefetch-simple,worker,12,32GB,0.003,0.02,8.324,1.157
6579,cyclic,bitmapscan,16,prefetch-complex,worker,12,32GB,0.029,0.046,4.721,1.899
6580,cyclic,bitmapscan,0,master,worker,12,32GB,0.003,0.02,7.548,1.16
6581,cyclic,bitmapscan,1,master,worker,3,32GB,0.01,0.028,10.519,1.296
6582,cyclic,bitmapscan,64,master,worker,3,32GB,0.004,0.022,3.678,1.202
6583,cyclic,indexscan,1,prefetch-simple,worker,12,32GB,87.311,87.328,17472.419,2631.026
6584,cyclic,bitmapscan,0,master,sync,3,32GB,87.311,87.328,4793.628,1225.889
6585,cyclic,bitmapscan,1,master,worker,3,32GB,0.002,0.018,9.8,1.222
6586,cyclic,bitmapscan,1,prefetch-simple,sync,3,32GB,12.139,12.156,765.058,174.624
6587,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,0.093,0.11,29.178,4.082
6588,cyclic,indexscan,16,prefetch-simple,worker,12,32GB,27.311,27.328,1379.158,822.041
6589,cyclic,indexscan,1,prefetch-simple,worker,12,32GB,0.003,0.02,10.112,1.14
6590,cyclic,bitmapscan,16,master,worker,12,32GB,0.014,0.032,4.128,1.394
6591,cyclic,bitmapscan,64,prefetch-simple,worker,3,32GB,0.007,0.024,3.83,1.248
6592,cyclic,bitmapscan,16,prefetch-simple,worker,12,32GB,3.598,3.616,147.251,51.923
6593,cyclic,bitmapscan,16,master,io_uring,3,32GB,12.139,12.156,361.107,171.747
6594,cyclic,indexscan,0,master,worker,12,32GB,0.004,0.02,7.887,1.155
6595,cyclic,indexscan,64,prefetch-complex,sync,3,32GB,0.009,0.026,4.731,1.503
6596,cyclic,bitmapscan,16,prefetch-complex,worker,3,32GB,0.004,0.022,3.902,1.369
6597,cyclic,bitmapscan,0,prefetch-simple,io_uring,3,32GB,77.311,77.328,5851.264,1075.523
6598,cyclic,bitmapscan,64,prefetch-complex,worker,12,32GB,47.311,47.328,1448.767,711.111
6599,cyclic,bitmapscan,1,master,io_uring,3,32GB,67.311,67.328,3898.251,930.807
6600,cyclic,indexscan,1,master,worker,12,32GB,3.597,3.614,290.376,112.184
6601,cyclic,indexscan,0,prefetch-complex,io_uring,3,32GB,0.02,0.038,26.18,1.971
6602,cyclic,bitmapscan,16,prefetch-simple,worker,3,32GB,67.311,67.328,2038.649,923.449
6603,cyclic,indexscan,0,prefetch-complex,sync,3,32GB,0.142,0.158,31.23,5.238
6604,cyclic,bitmapscan,0,master,worker,12,32GB,77.311,77.328,4179.927,1089.594
6605,cyclic,indexscan,64,prefetch-simple,worker,3,32GB,0.007,0.024,4.632,1.334
6606,cyclic,indexscan,64,prefetch-simple,worker,3,32GB,27.311,27.328,1384.663,826.339
6607,cyclic,indexscan,64,master,io_uring,3,32GB,97.31,97.328,6369.211,2951.41
6608,cyclic,indexscan,64,master,io_uring,3,32GB,0.014,0.03,10.721,1.432
6609,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,0.007,0.024,9.44,1.278
6610,cyclic,bitmapscan,64,prefetch-complex,io_uring,3,32GB,5.396,5.412,184.669,84.155
6611,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,1.6,1.616,167.96,52.863
6612,cyclic,indexscan,64,master,worker,3,32GB,37.31,37.328,2521.53,1131.083
6613,cyclic,bitmapscan,1,master,worker,3,32GB,3.598,3.614,261.842,52.886
6614,cyclic,bitmapscan,0,prefetch-complex,worker,12,32GB,0.014,0.032,8.72,1.612
6615,cyclic,indexscan,16,prefetch-complex,worker,12,32GB,0.003,0.02,4.858,1.361
6616,cyclic,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.712,0.73,93.411,13.521
6617,cyclic,bitmapscan,0,prefetch-simple,worker,3,32GB,0.095,0.112,14.46,3.011
6618,cyclic,bitmapscan,0,prefetch-complex,sync,3,32GB,97.311,97.328,5424.043,1490.736
6619,cyclic,bitmapscan,1,master,worker,3,32GB,5.396,5.414,379.5,79.367
6620,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,87.311,87.328,5150.216,1207.048
6621,cyclic,bitmapscan,0,master,io_uring,3,32GB,5.395,5.412,350.518,82.185
6622,cyclic,indexscan,64,prefetch-simple,sync,3,32GB,0.475,0.492,39.142,14.857
6623,cyclic,bitmapscan,16,prefetch-simple,worker,3,32GB,0.317,0.334,15.893,6.529
6624,cyclic,bitmapscan,64,master,io_uring,3,32GB,8.093,8.11,222.35,114.303
6625,cyclic,bitmapscan,0,master,io_uring,3,32GB,0.01,0.028,8.278,1.405
6626,cyclic,bitmapscan,0,prefetch-complex,worker,3,32GB,0.002,0.018,7.523,1.279
6627,cyclic,indexscan,0,master,io_uring,3,32GB,12.138,12.154,844.059,367.445
6628,cyclic,bitmapscan,16,prefetch-simple,worker,3,32GB,57.311,57.328,1756.772,787.833
6629,cyclic,bitmapscan,0,master,sync,3,32GB,27.31,27.326,1569.567,399.708
6630,cyclic,indexscan,1,prefetch-simple,sync,3,32GB,0.043,0.06,28.695,2.412
6631,cyclic,bitmapscan,0,prefetch-simple,worker,12,32GB,5.395,5.412,320.332,80.179
6632,cyclic,bitmapscan,64,prefetch-complex,worker,12,32GB,0.004,0.022,15.907,1.419
6633,cyclic,bitmapscan,64,prefetch-complex,io_uring,3,32GB,47.311,47.328,1425.626,707.67
6634,cyclic,bitmapscan,1,prefetch-simple,worker,3,32GB,97.311,97.328,5682.959,1338.699
6635,cyclic,indexscan,1,prefetch-simple,worker,3,32GB,0.043,0.06,26.943,2.325
6636,cyclic,indexscan,1,prefetch-simple,io_uring,3,32GB,3.598,3.614,761.449,112.253
6637,cyclic,indexscan,1,master,worker,3,32GB,0.02,0.038,13.959,1.615
6638,cyclic,indexscan,16,master,io_uring,3,32GB,0.142,0.158,33.64,5.036
6639,cyclic,indexscan,64,master,worker,12,32GB,18.208,18.226,1210.836,547.59
6640,cyclic,bitmapscan,0,prefetch-complex,worker,3,32GB,0.02,0.038,9.417,1.711
6641,cyclic,bitmapscan,0,master,worker,12,32GB,2.399,2.416,175.344,37.584
6642,cyclic,bitmapscan,0,master,sync,3,32GB,67.311,67.328,3675.503,949.272
6643,cyclic,indexscan,1,master,io_uring,3,32GB,0.095,0.112,27.614,3.768
6644,cyclic,indexscan,0,prefetch-complex,worker,12,32GB,8.092,8.108,578.431,252.08
6645,cyclic,indexscan,1,prefetch-complex,worker,3,32GB,0.004,0.02,9.989,1.307
6646,cyclic,indexscan,1,master,worker,12,32GB,0.316,0.332,46.694,9.842
6647,cyclic,indexscan,0,master,io_uring,3,32GB,0.002,0.018,7.578,1.112
6648,cyclic,bitmapscan,64,prefetch-complex,io_uring,3,32GB,2.399,2.416,110.607,37.991
6649,cyclic,bitmapscan,16,master,sync,3,32GB,5.396,5.412,159.56,79.289
6650,cyclic,indexscan,1,prefetch-complex,worker,3,32GB,0.475,0.492,141.629,16.472
6651,cyclic,indexscan,1,prefetch-complex,worker,3,32GB,37.311,37.328,7543.378,1155.355
6652,cyclic,bitmapscan,64,prefetch-simple,io_uring,3,32GB,0.029,0.046,4.406,1.767
6653,cyclic,indexscan,1,master,io_uring,3,32GB,77.311,77.328,5030.411,2330.775
6654,cyclic,indexscan,64,master,worker,12,32GB,0.028,0.046,28.951,2.286
6655,cyclic,bitmapscan,1,master,worker,3,32GB,0.02,0.038,10.904,1.584
6656,cyclic,indexscan,64,prefetch-simple,sync,3,32GB,0.01,0.026,5.902,1.391
6657,cyclic,bitmapscan,64,prefetch-simple,worker,3,32GB,0.095,0.112,6.435,2.912
6658,cyclic,bitmapscan,16,prefetch-simple,worker,12,32GB,18.208,18.226,502.497,259.967
6659,cyclic,bitmapscan,1,prefetch-simple,io_uring,3,32GB,67.311,67.328,4003.418,924.556
6660,cyclic,indexscan,64,master,sync,3,32GB,18.208,18.226,1266.57,553.924
6661,cyclic,indexscan,64,master,sync,3,32GB,0.212,0.228,38.746,7.086
6662,cyclic,indexscan,16,prefetch-complex,io_uring,3,32GB,0.007,0.024,4.725,1.472
6663,cyclic,bitmapscan,64,prefetch-complex,io_uring,3,32GB,0.002,0.02,3.944,1.384
6664,cyclic,indexscan,1,prefetch-complex,worker,12,32GB,0.004,0.022,10.709,1.319
6665,cyclic,indexscan,16,master,worker,3,32GB,1.067,1.084,114.157,33.899
6666,cyclic,bitmapscan,16,master,worker,12,32GB,0.064,0.082,5.571,2.3
6667,cyclic,indexscan,1,master,worker,12,32GB,27.311,27.328,1805.352,818.161
6668,cyclic,bitmapscan,16,prefetch-simple,worker,12,32GB,0.009,0.026,3.816,1.323
6669,cyclic,bitmapscan,64,prefetch-complex,sync,3,32GB,77.311,77.328,2463.622,1146.442
6670,cyclic,bitmapscan,1,master,worker,3,32GB,0.317,0.334,39.771,6.647
6671,cyclic,bitmapscan,0,prefetch-simple,sync,3,32GB,0.475,0.492,64.426,9.098
6672,cyclic,indexscan,64,prefetch-simple,worker,3,32GB,0.212,0.23,32.296,6.985
6673,cyclic,bitmapscan,64,prefetch-complex,io_uring,3,32GB,1.066,1.084,47.215,18.46
6674,cyclic,bitmapscan,1,prefetch-simple,worker,12,32GB,0.029,0.046,11.657,1.67
6675,cyclic,bitmapscan,16,master,io_uring,3,32GB,3.598,3.614,109.049,51.796
6676,cyclic,bitmapscan,64,prefetch-complex,io_uring,3,32GB,0.095,0.112,6.617,3.171
6677,cyclic,bitmapscan,16,prefetch-complex,worker,12,32GB,0.712,0.73,29.421,13.481
6678,cyclic,indexscan,0,master,worker,3,32GB,0.317,0.334,44.924,9.919
6679,cyclic,indexscan,64,prefetch-simple,sync,3,32GB,0.043,0.06,11.072,2.236
6680,cyclic,indexscan,1,prefetch-simple,io_uring,3,32GB,8.093,8.11,1673.254,244.866
6681,cyclic,bitmapscan,16,prefetch-complex,sync,3,32GB,67.311,67.328,2103.492,1016.48
6682,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,0.007,0.024,14.453,1.381
6683,cyclic,bitmapscan,0,prefetch-simple,worker,12,32GB,47.311,47.328,2701.687,680.316
6684,cyclic,indexscan,16,prefetch-simple,sync,3,32GB,67.311,67.328,3440.177,2033.048
